time,open,high,low,close,MA
2005-06-01,11.82499975,11.8999995,11.7475005,11.8950005,
2005-07-01,11.82499975,12.375,11.70250025,12.0424995,
2005-08-01,12.0825005,12.4624995,11.63,11.67500025,
2005-09-01,11.835,12.00749975,11.44999975,11.86250025,
2005-10-03,11.9375,12,10.9825,11.38,
2005-11-01,11.38,12.2475005,11.38,12.17500025,
2005-12-01,12.28499975,12.8999995,12.18000025,12.8125,
2006-01-02,12.61250025,13.3125,12.6000005,12.8374995,
2006-02-01,12.8374995,13.625,12.75,13.1000005,12.197777861111112
2006-03-01,13.0874995,13.625,12.6000005,13.19999975,12.342777777777778
2006-04-03,13.19999975,14.26249975,13.1625005,14.19999975,12.582500027777778
2006-05-01,14.19999975,14.82499975,13.17500025,13.3500005,12.768611166666666
2006-06-01,13.3125,13.57499975,12.3500005,13.2749995,12.925555527777778
2006-07-03,13.30000025,13.38749975,12.32499975,12.8500005,13.088888916666667
2006-08-01,12.875,13.7250005,12.80000025,13.5625,13.243055555555555
2006-09-01,13.5375005,14.2875005,13.51249975,14.0874995,13.384722166666666
2006-10-02,14.11250025,14.55000025,13.2250005,13.3500005,13.441666722222221
2006-11-01,13.32499975,14.07499975,13.2250005,14.07499975,13.549999972222222
2006-12-01,14.1000005,14.4375,13.6625005,14.4375,13.6875
2007-01-01,14.4375,14.73750025,14.0375005,14.17500025,13.684722277777778
2007-02-01,14.32499975,14.55000025,14.13749975,14.4375,13.805555555555555
2007-03-01,14.125,14.36250025,13.26249975,14.11250025,13.898611194444443
2007-04-02,14.1875,14.63749975,14.07499975,14.2250005,14.05138897222222
2007-05-01,14.2250005,15.0625,14.2250005,14.9375,14.204166749999999
2007-06-01,14.9375,16.5874995,14.9375,16.25,14.444444583333333
2007-07-02,16.25,17.4624995,16.04999925,16.57500075,14.802777944444443
2007-08-01,16.45000075,16.5249995,14.55000025,16.3999995,15.061111250000002
2007-09-03,16.3999995,17.375,16.125,17.26250075,15.375000222222221
2007-10-01,17.45000075,18.07500075,16.92499925,17.54999925,15.750000111111111
2007-11-01,17.6499995,17.67499925,14.9125005,15.44999975,15.862500083333332
2007-12-03,15.48750025,15.92500025,14.01249975,15.36250025,16.00138897222222
2008-01-01,15.32499975,15.38749975,13.3500005,13.73750025,15.947222277777776
2008-02-01,13.86250025,15.2749995,13.67500025,15.2124995,15.977777777777776
2008-03-03,14.8125,16.4624995,14.1625005,15.11250025,15.851388916666666
2008-04-01,15.19999975,16.2875005,15.01249975,15.9750005,15.784722222222221
2008-05-01,16.11249925,16.4125005,15.36250025,15.55000025,15.690277861111111
2008-06-02,15.51249975,15.75,13.67500025,13.75,15.299999999999999
2008-07-01,13.8374995,13.9624995,12.3525,13.1000005,14.805555694444443
2008-08-01,12.92500025,13.9750005,12.80000025,13.4125005,14.579166888888889
2008-09-01,13.3125,13.3125,10.835,11.1499995,14.11111125
2008-10-01,11.3500005,11.43000025,7.275,9.13500025,13.599722361111112
2008-11-03,9.13500025,9.32250025,7.13250025,8.03250025,12.801944666666666
2008-12-01,8,8.5575,7.48750025,8.21749975,12.0358335
2009-01-01,8.59500025,8.71749975,7.5025,7.625,11.108055666666667
2009-02-02,7.59499975,8.34500025,7.59499975,8.26249975,10.29833338888889
2009-03-02,8.125,9.59500025,7.82499975,9.15999975,9.788333361111112
2009-04-01,9.2725,10.5375005,9.2275,10.5375005,9.50361113888889
2009-05-01,11.2749995,12.03499975,10.90750025,12,9.346666638888891
2009-06-01,12.0200005,12.1625005,10.6000005,11.11499975,9.34277777777778
2009-07-01,11.12,12.48499975,11.11250025,12.255,9.68944441666667
2009-08-03,12.2749995,12.5249995,11.7524995,12.11250025,10.142777750000002
2009-09-01,12.11250025,13.75,12.11250025,13.32499975,10.710277750000001
2009-10-01,13.44999975,13.7875005,12.6499995,12.9125005,11.297777805555556
2009-11-02,12.69999975,13.80000025,12.6499995,13.17500025,11.843611194444446
2009-12-01,13.17500025,14.11250025,13.0874995,14.11250025,12.39388902777778
2010-01-01,14.11250025,14.5375005,13.05000025,13.25,12.695277861111114
2010-02-01,13.2875005,13.30000025,12.625,12.88749975,12.793888944444445
2010-03-01,12.875,13.63749975,12.875,13.5625,13.065833416666669
2010-04-01,13.5625,13.98750025,13.4125005,13.69999975,13.226388944444444
2010-05-03,13.625,13.7124995,12.1625005,12.5249995,13.272222194444446
2010-06-01,12.5,13,11.98750025,12.38749975,13.168055527777778
2010-07-01,12.38749975,13.5375005,12.2524995,13.4750005,13.230555527777778
2010-08-02,13.5874995,13.92500025,13.2875005,13.32499975,13.24722213888889
2010-09-01,13.375,14.5375005,13.3374995,14.42500025,13.281944361111112
2010-10-01,14.4750005,14.5249995,13.7749995,14,13.365277694444446
2010-11-01,14.05000025,14.4624995,14.01249975,14.2749995,13.519444333333334
2010-12-01,14.2749995,15.3500005,14.2749995,15.3500005,13.718055500000002
2011-01-03,15.3999995,15.75,14.8500005,15.75,13.945833305555558
2011-02-01,15.76249975,15.80000025,14.61250025,14.875,14.206944472222224
2011-03-01,14.92500025,15.17500025,13.8999995,14.88749975,14.48472225
2011-04-01,14.8999995,15.625,14.69999975,15.5,14.709722194444446
2011-05-02,15.55000025,15.6499995,14.94999975,15.5,14.95138888888889
2011-06-01,15.5,15.61250025,14.30000025,14.7124995,14.98333325
2011-07-01,14.80000025,15.36250025,14.6000005,14.9750005,15.09166663888889
2011-08-01,15.125,15.125,12.6000005,13.63749975,15.020833333333334
2011-09-01,13.76249975,14.0249995,12.32499975,12.9125005,14.75
2011-10-03,12.6875,13.42500025,12.375,13.05000025,14.45000002777778
2011-11-01,13.05000025,13.2124995,11.76249975,12.0200005,14.13277786111111
2011-12-01,12.3999995,12.6499995,11.65250025,12.45250025,13.86222236111111
2012-01-02,12.36250025,13.1000005,12.23499975,12.98750025,13.583055722222221
2012-02-01,13.05000025,14,13,14,13.416389055555555
2012-03-01,13.98750025,14.05000025,13.5,13.7250005,13.306666944444444
2012-04-02,13.7250005,13.7250005,12.9125005,13.01249975,13.088611305555553
2012-05-01,13.0625,13.3374995,12.2124995,12.5375005,12.966389166666666
2012-06-01,12.4624995,12.625,11.86250025,12.55000025,12.926111361111111
2012-07-02,12.625,12.9375,12.1274995,12.7749995,12.895555722222221
2012-08-01,12.7250005,13.44999975,12.63749975,13.1875,13.025277888888889
2012-09-03,13.17500025,13.94999975,12.9750005,13.7875005,13.17361125
2012-10-01,13.75,13.8374995,12.46749975,12.6000005,13.130555722222221
2012-11-01,12.5249995,13.42500025,12.375,13.38749975,13.062500138888888
2012-12-03,13.38749975,13.69999975,13.1000005,13.44999975,13.0319445
2013-01-01,13.5,13.76249975,13.30000025,13.6499995,13.102777805555554
2013-02-01,13.67500025,14.05000025,13.6499995,13.80000025,13.243055555555555
2013-03-01,13.8374995,14.0249995,13.5375005,13.7749995,13.379166583333333
2013-04-01,13.7749995,14.13749975,13.36250025,14.1000005,13.526388916666669
2013-05-01,14.0874995,14.7250005,14.0874995,14.23750025,13.643055611111112
2013-06-03,14.11250025,14.19999975,13.23750025,13.7749995,13.641666611111113
2013-07-01,13.69999975,14.4375,13.69999975,14.1499995,13.813888722222224
2013-08-01,14.13749975,14.25,13.4624995,13.9624995,13.877777583333334
2013-09-02,13.98750025,14.5375005,13.9750005,14.2875005,13.970833222222222
2013-10-01,14.25,14.7875005,14.2124995,14.4750005,14.0625
2013-11-01,14.5,14.5249995,13.8500005,14.38749975,14.127777722222222
2013-12-02,14.3999995,14.76249975,14.17500025,14.67500025,14.227777805555554
2014-01-02,14.67500025,14.7124995,14.3500005,14.3999995,14.261111027777778
2014-02-05,14.1000005,14.625,13.8999995,14.57499975,14.298610972222223
2014-03-03,14.44999975,15.0375005,14.375,15.0249995,14.437499861111112
2014-04-01,15.0625,15.51249975,15.05000025,15.25,14.559722138888889
2014-05-02,15.2875005,15.94999975,15.25,15.7749995,14.761111027777778
2014-06-03,15.7875005,16.5,15.69999975,16.48749925,15.005555333333332
2014-07-01,16.48749925,17.26250075,16.4624995,16.6875,15.25138861111111
2014-08-01,16.48749925,17.36249925,16.26250075,17.29999925,15.574999666666665
2014-09-01,17.3125,17.48749925,16.1625005,16.32500075,15.758333055555555
2014-10-01,16.26250075,16.67499925,15.69999975,16.32500075,15.97222208333333
2014-11-03,16.32500075,16.9624995,16.17499925,16.875,16.227777666666665
2014-12-01,16.57500075,16.86249925,15.8500005,16.7124995,16.415277666666665
2015-01-05,16.6000005,17.3125,16.17499925,17,16.60972211111111
2015-02-02,17.04999925,17.7250005,16.9750005,17.57500075,16.80972225
2015-03-02,17.57500075,17.7250005,17.07500075,17.26250075,16.89583352777778
2015-04-01,17.17499925,18.32500075,17.1000005,17.86249925,17.026389
2015-05-04,17.86249925,17.9750005,17.42499925,17.7749995,17.079166805555555
2015-06-01,17.7749995,17.7875005,17,17.3500005,17.193055666666666
2015-07-01,17.3500005,17.57500075,16.2749995,16.5375005,17.216666749999998
2015-08-03,16.4750005,16.51250075,13.8500005,15.57499975,17.07222227777778
2015-09-01,15.4750005,16.2875005,15.23750025,15.6000005,16.948611277777776
2015-10-01,15.6499995,16.625,15.55000025,15.80000025,16.81527797222222
2015-11-02,15.7749995,16.4125005,15.11250025,15.30000025,16.562500138888886
2015-12-01,15.42500025,15.75,14.75,15.1875,16.3319445
2016-01-05,14.875,14.9375,13.8999995,14.75,15.98611125
2016-02-01,14.875,15.42500025,14.5249995,15.3125,15.712500194444443
2016-03-01,15.3125,16.3500005,15.2749995,16.1625005,15.580555749999998
2016-04-01,16.0625,16.1625005,15.3374995,15.3999995,15.454166749999997
2016-05-03,15.3999995,15.8374995,14.75,15.7875005,15.477777944444442
2016-06-01,15.73750025,16.38750075,15.51249975,16.36249925,15.562500027777775
2016-07-01,16.4624995,17.48749925,16.17499925,17.13750075,15.711111194444442
2016-08-01,17.20000075,17.6499995,17.01250075,17.3500005,15.938888999999998
2016-09-01,17.32500075,18.0375005,17.04999925,17.73749925,16.222222249999998
2016-10-03,17.79999925,18.375,17.6499995,18.1499995,16.59999997222222
2016-11-01,18.0625,18.26250075,17.36249925,17.92499925,16.890277666666666
2016-12-01,17.8999995,18.38750075,17.5874995,17.95000075,17.088888805555555
2017-01-03,17.92499925,18.32500075,17.875,18.32500075,17.413888944444444
2017-02-02,18.375,18.54999925,17.8374995,18.2875005,17.691666722222223
2017-03-01,18.2749995,18.7250005,17.88750075,18.42499925,17.920833388888887
2017-04-05,18.48749925,18.70000075,18.125,18.63750075,18.087500055555555
2017-05-02,18.75,19.375,18.75,19.125,18.28472222222222
2017-06-01,19.125,20.375,19.125,20.1000005,18.54722236111111
2017-07-03,20.1000005,20.75,19.9375,20.3374995,18.79027791666667
2017-08-01,20.5375005,20.8125,20.1499995,20.73749925,19.10277791666667
2017-09-01,20.73749925,20.8374995,20.07500075,20.1625005,19.348611222222228
2017-10-02,20.3125,21.3374995,20.3125,21.29999925,19.679166611111114
2017-11-01,21.3374995,21.3999995,20.5625,20.5625,19.931944333333334
2017-12-01,20.5375005,20.73749925,20.11249925,20.5375005,20.166666694444448
2018-01-02,20.5375005,22.1000005,20.5375005,21.1625005,20.447222222222226
2018-02-01,21.1875,21.375,19.5,20.5874995,20.60972216666667
2018-03-01,20.38750075,21.23749925,20.11249925,20.7124995,20.677777611111114
2018-04-02,20.7124995,20.7875005,19.70000075,20,20.640277666666673
2018-05-02,20.01250075,20.6499995,19.5874995,20.1875,20.579166638888893
2018-06-01,20.20000075,20.8999995,19.95000075,20.36249925,20.601388722222225
2018-07-02,20.375,21.4750005,20.04999925,21.38750075,20.61111111111111
2018-08-01,21.45000075,22.0874995,20.76250075,21.73749925,20.74166658333333
2018-09-03,21.73749925,21.9125005,21.2250005,21.7250005,20.873611027777777
2018-10-01,21.7250005,21.8500005,18.625,19.38750075,20.676388833333334
2018-11-01,19.4624995,19.8500005,18.7124995,19.1875,20.520833333333332
2018-12-03,19.4624995,19.75,18.32500075,18.875,20.316666722222223
2019-01-02,18.9624995,19.17499925,18,18.5874995,20.15972222222222
2019-02-11,18.8374995,19.45000075,18.7124995,19.4125005,20.07361116666667
2019-03-04,19.38750075,19.92499925,18.92499925,19.7875005,20.009722416666666
2019-04-01,20,20.88750075,19.8999995,20.70000075,19.933333527777776
2019-05-02,20.73749925,20.95000075,19.07500075,19.61249925,19.697222416666666
2019-06-03,19.54999925,20.3999995,19.36249925,20.2250005,19.53055575
2019-07-01,20.51250075,20.9750005,20.3374995,20.70000075,19.676389083333333
2019-08-01,20.54999925,20.63750075,19.625,20.4624995,19.818055694444446
2019-09-02,20.45000075,21.29999925,20.29999925,21.1499995,20.07083341666667
2019-10-01,21.20000075,22.6499995,21.07500075,22.5249995,20.508333416666666
2019-11-01,22.5,23.3999995,22.4375,22.875,20.893055583333332
2019-12-02,22.98749925,24.57500075,22.8500005,24.23749925,21.387499888888886
2020-01-02,24.26250075,24.7124995,22.4125005,22.48749925,21.586110833333333
2020-02-03,22.125,23.3125,21.8999995,22.1625005,21.869444305555557
2020-03-02,21.875,22.5625,16.8125,19.0375005,21.737499861111115
2020-04-01,19.125,21.375,18.9375,21.375,21.812499777777777
